,Q,A,Context,label
4368," Um, when I was a kid, we would spend the summers in the Upper Peninsula. And every year, we wouldn't get to the cabin till, like, the middle of the night. And so, it would be pitch black, in the middle of the woods. And I could never see anything in front of the headlights but I always felt so safe 'cause my dad was driving. He was like some sort of superhero who could just see way out into the darkness. Now he's just gone. And it's pitch black. And I can't see where I'm going. I can't see anything.", Me too!," Um, when I was a kid, we would spend the summers in the Upper Peninsula. And every year, we wouldn't get to the cabin till, like, the middle of the night. And so, it would be pitch black, in the middle of the woods. And I could never see anything in front of the headlights but I always felt so safe 'cause my dad was driving. He was like some sort of superhero who could just see way out into the darkness. Now he's just gone. And it's pitch black. And I can't see where I'm going. I can't see anything. |  What's desperate about knowing what you want? Look, life is really short, Barney. Who wants to spend Valentine's Day alone, distracting yourself from the fact that nobody loves you with some sad little activity?",2
4369," What's desperate about knowing what you want? Look, life is really short, Barney. Who wants to spend Valentine's Day alone, distracting yourself from the fact that nobody loves you with some sad little activity?", And there was a stripper who looked exactly like me?," What's desperate about knowing what you want? Look, life is really short, Barney. Who wants to spend Valentine's Day alone, distracting yourself from the fact that nobody loves you with some sad little activity? |  I have no idea what any of those words mean.",2
4370," Hey, I'm all stretched out!"," No, mine..."," Hey, I'm all stretched out! |  Thanks a lot for coming out here, man.",2
4371," Crusts cut off! No, Ted. What are we...? We're men. Mom! Leave the crusts on! They forced their opponents to scatter, picking them off, one by one, in a swift and merciless slaughter.", Who is Becca Delucci?," Crusts cut off! No, Ted. What are we...? We're men. Mom! Leave the crusts on! They forced their opponents to scatter, picking them off, one by one, in a swift and merciless slaughter. |  Wow. Laser tag sounds brilliant!",2
4372, Wow. Laser tag sounds brilliant!,(to the 1st one)Wanna marry my friend Ted?(to the 2nd one)Wanna marry my friend Ted?(to the 3d one)Wanna marry my friend Ted?," Wow. Laser tag sounds brilliant! | Oh, yeah, I agreed to that.",2
4373," Look, Robin, you'll find someone, too. You're a queen. You've got so much to offer. Maybe do something with that hair.", How can you say such a thing!," Look, Robin, you'll find someone, too. You're a queen. You've got so much to offer. Maybe do something with that hair. |  Well, I think I'm heading out, too.",2
4374," Well, I think I'm heading out, too.", Not now.," Well, I think I'm heading out, too. |  It's late, and I have a date with my pillow. I mean, not literally. I'm not a lunatic. Boy Scout Troop 15 doesn't stand a chance. Bye.",2
4375,Speaking of the power of Valentine's Day...," But you know, it's not going to be easy, this test. It's not like the Canadian citizenship test.","Speaking of the power of Valentine's Day... | Oh, come on. It's-It's past midnight. Desperation Day has come and gone, and you have neither gone nor come. You know why? You like Nora.",2
4376,"Oh, come on. It's-It's past midnight. Desperation Day has come and gone, and you have neither gone nor come. You know why? You like Nora.", Are you sure?,"Oh, come on. It's-It's past midnight. Desperation Day has come and gone, and you have neither gone nor come. You know why? You like Nora. | Oh... You like her. You think she smells like rain.",2
4377,Oh... You like her. You think she smells like rain., What's she doing here?,"Oh... You like her. You think she smells like rain. | Oh, hey, Nora.",2
4378,"Oh, hey, Nora.", Some old?,"Oh, hey, Nora. |  Here's a secret. I couldn't see worth a damn, either, buddy. I just kept driving forward, hoping for the best. Look out! Gotcha.",2
4379," Well, that was kind of presumptuous."," Oh, it's good..."," Well, that was kind of presumptuous. | Oh, yeah. Change of plans. Happy Valentine's Day.",2
4380,"Oh, yeah. Change of plans. Happy Valentine's Day."," Dude, it's a barrel!","Oh, yeah. Change of plans. Happy Valentine's Day. |  Hey, Barney. Robin told me to meet you guys here.",2
4381," And that's how, for the first time in his life, Barney Stinson wound up on a date on Valentine's Day.", ArchiSexture.," And that's how, for the first time in his life, Barney Stinson wound up on a date on Valentine's Day. |  You will be avenged.",2
4382," So, Barney, I hear you and Nora had a fun time at laser tag.", With quill?," So, Barney, I hear you and Nora had a fun time at laser tag. |  Not according to her.",2
4383," Oh, my God, this was so much fun. We have to do this again. We do, we have to.", Nailed it!," Oh, my God, this was so much fun. We have to do this again. We do, we have to. |  No, I'm kind of tired. But... this is my number. Give me a call.",2
4384," No, I'm kind of tired. But... this is my number. Give me a call.", This guy like pennies!," No, I'm kind of tired. But... this is my number. Give me a call. |  How is that a disaster?",2
4385, How is that a disaster?, But hum!, How is that a disaster? |  You want to grab a drink right now?,2
4386," She didn't want to get drinks. And as soon as a girl says she doesn't want to get drinks, well...", It's not too much.," She didn't want to get drinks. And as soon as a girl says she doesn't want to get drinks, well... |  No, I'm kind of tired.",2
4387," No, I'm kind of tired.", I was...," No, I'm kind of tired. |  It's a shame, too. She was a really great laser tag partner. She's tiny, so she's allowed to push kids.",2
4388, Absolutely., Whose dream?," Absolutely. |  Please, Cheese. You like this girl.",2
4389," Please, Cheese. You like this girl.", - Woo-woo!," Please, Cheese. You like this girl. |  Barney, you can't say her name without smiling.",2
4390," Barney, you can't say her name without smiling.", I knew this would happen!," Barney, you can't say her name without smiling. |  You like her. You should call her.",2
4391, You like her. You should call her., (Subtitle) Totally! (Walks him to the middle of the dance floor and starts dancing)," You like her. You should call her. |  That is ridiculous. Barney, you know what, here's some advice.",2
4392," That is ridiculous. Barney, you know what, here's some advice.", It was all lies?," That is ridiculous. Barney, you know what, here's some advice. |  Kids, I had just started dating Zoey. And when you first start dating someone, everyone wants to know the same thing. How did we meet?",2
4393," Well, that's just what Minnesota guys are like... strong, silent, you know, man's man.", Why?," Well, that's just what Minnesota guys are like... strong, silent, you know, man's man. |  No, it's more than that. It's like, all the stuff he used to love, he suddenly has no interest in anymore.",2
4394," No, it's more than that. It's like, all the stuff he used to love, he suddenly has no interest in anymore.", Yes! There is too much Mad Men!," No, it's more than that. It's like, all the stuff he used to love, he suddenly has no interest in anymore. |  Excuse me?",2
4395, Excuse me?, Whew!, Excuse me? |  It's been a while.,2
4396, It's been a while., Did you just say a rain dance?, It's been a while. |  You should work at a carnival.,2
4397, You should work at a carnival., You can spin us a hand?," You should work at a carnival. |  Anyway, we should get going.",2
4398," Good night. Good night, guys.", He put the boots!," Good night. Good night, guys. |  Damn it. Okay, yes, I am in a bit of a dry spell. But I just started a new job, and dating's been on the back burner, and...",2
4399," Damn it. Okay, yes, I am in a bit of a dry spell. But I just started a new job, and dating's been on the back burner, and...", What?," Damn it. Okay, yes, I am in a bit of a dry spell. But I just started a new job, and dating's been on the back burner, and... |  Throw me one? Yeah.",2
4400, Throw me one? Yeah., Why do not you talk to me now?," Throw me one? Yeah. |  Oh, I see what's going on.",2
4401," Oh, I see what's going on.", This is not true.," Oh, I see what's going on. |  This is about Nora. You met a girl, you liked her, but then you missed your sh*t. And now you're trying to hook up with your ex-girlfriend to prove to yourself that you don't care.",2
4402," This is about Nora. You met a girl, you liked her, but then you missed your sh*t. And now you're trying to hook up with your ex-girlfriend to prove to yourself that you don't care.", I'll take my hat fisherman. Thank you for bringing me here. This is mine.," This is about Nora. You met a girl, you liked her, but then you missed your sh*t. And now you're trying to hook up with your ex-girlfriend to prove to yourself that you don't care. |  Nora met a guy. What?!",2
4403, Nora met a guy. What?!," Those two worry me, really.", Nora met a guy. What?! |  Yep. Off the market. He's taking her to Cafe L'Amour this Friday night.,2
4404, Yep. Off the market. He's taking her to Cafe L'Amour this Friday night., Found out you were Canadian at a mall?," Yep. Off the market. He's taking her to Cafe L'Amour this Friday night. |  Oh, baby, why aren't you in bed?",2
4405, You're welcome... Earth. Phase two: GNB. Tomorrow I'm going to make a presentation in front of the board about how we can cut our carbon footprint by half for only $12 million., Chug chug chug chug," You're welcome... Earth. Phase two: GNB. Tomorrow I'm going to make a presentation in front of the board about how we can cut our carbon footprint by half for only $12 million. |  Guys, I got a problem. I ran into The Captain.",2
4406, Lily!, I stop?, Lily! |  Sorry. Who said anything about an...?,2
4407, Sorry. Who said anything about an...?, A Lobster Trap of Newfoundland?," Sorry. Who said anything about an...? |  No, he's not. He doesn't exist. I made the whole thing up to see if you like her. And you do. So you should just call her. Here is her number. And I also programmed it into your phone while you were in the bathroom. Wow. That was a joke. You just got here, remember? You really are smitten.",2
4408," No, he's not. He doesn't exist. I made the whole thing up to see if you like her. And you do. So you should just call her. Here is her number. And I also programmed it into your phone while you were in the bathroom. Wow. That was a joke. You just got here, remember? You really are smitten.", That's... What is it?," No, he's not. He doesn't exist. I made the whole thing up to see if you like her. And you do. So you should just call her. Here is her number. And I also programmed it into your phone while you were in the bathroom. Wow. That was a joke. You just got here, remember? You really are smitten. |  You are totally smitten, but you're scared of being in a relationship.",2
4409," You are totally smitten, but you're scared of being in a relationship.", How could you guys let me date Wendy the waitress?," You are totally smitten, but you're scared of being in a relationship. |  Okay, Mother Teresa, throw me one.",2
4410," Okay, Mother Teresa, throw me one.", Huh. I had no idea.," Okay, Mother Teresa, throw me one. |  I would like it if you threw me one. Fastball, right down the middle. Actually, if I recall correctly, a slight curve.",2
4411," I would like it if you threw me one. Fastball, right down the middle. Actually, if I recall correctly, a slight curve.", How are you?," I would like it if you threw me one. Fastball, right down the middle. Actually, if I recall correctly, a slight curve. |  Oh, I don't think you will. Hmm. Because you don't want to screw things up with Nora. Hey, prove me wrong. Tomorrow night, my place.",2
4412," Oh, I don't think you will. Hmm. Because you don't want to screw things up with Nora. Hey, prove me wrong. Tomorrow night, my place.", Is that okay?," Oh, I don't think you will. Hmm. Because you don't want to screw things up with Nora. Hey, prove me wrong. Tomorrow night, my place. |  Sex now, we'll do the foreplay after.",2
4413, I hope this doesn't make me look desperate., We've been waiting all day!," I hope this doesn't make me look desperate. |  Damn it, Barney, you failed my test! You know, I- I try to root for you. Even as your ex-girlfriend, when you meet someone, I'm like, Yeah, Barney, go get her! But you know what? Just forget it. You're never gonna change. I'm done trying to help you.",2
4414," Damn it, Barney, you failed my test! You know, I- I try to root for you. Even as your ex-girlfriend, when you meet someone, I'm like, Yeah, Barney, go get her! But you know what? Just forget it. You're never gonna change. I'm done trying to help you.", h*t a few strip clubs in Jersey and Long Island.," Damn it, Barney, you failed my test! You know, I- I try to root for you. Even as your ex-girlfriend, when you meet someone, I'm like, Yeah, Barney, go get her! But you know what? Just forget it. You're never gonna change. I'm done trying to help you. |  It's a five, idiot.",2
4415," It's a five, idiot."," While the men hunt, women of the Korowai tribe native wash their clothes in the river."," It's a five, idiot. |  Moon man language? What does that even mean?",2
4416, Moon man language? What does that even mean?," Kiefer Sutherland, souvenir glasses, tights and a Pancake.", Moon man language? What does that even mean? |  Look how you taped this up...,2
4417, Look how you taped this up..., Dude!, Look how you taped this up... |  Barney. Go get her.,2
4418," Kids, the heart is a mysterious muscle. You never really know what's going on in there. So after Uncle Marshall lost his father, he decided to get his heart checked. And so did I... and so did Lily... and so did Robin. And then Marshall went again, just to be sure. There was only one holdout.", Me begging Marshall to take me back and him rejecting me?," Kids, the heart is a mysterious muscle. You never really know what's going on in there. So after Uncle Marshall lost his father, he decided to get his heart checked. And so did I... and so did Lily... and so did Robin. And then Marshall went again, just to be sure. There was only one holdout. |  Barney, come on, this is important. We need you around for a long time. Without you, we'd have to find some other sex-fueled, depraved animal to entertain us.",2
4419," You're clearly trying to fill a hole... in her heart. You feel like the seventh wheel, because now Ted is with Zoey and Barney's with Nora and Lily's with Big Fudge.", I did check 'plus one'.," You're clearly trying to fill a hole... in her heart. You feel like the seventh wheel, because now Ted is with Zoey and Barney's with Nora and Lily's with Big Fudge. | I don't know. This will be your second date.",2
4420," Oh, Barney's got feeling for a girl.", Overbid!," Oh, Barney's got feeling for a girl. |  Barney said this a lot.",2
4421, Barney said this a lot., The Future Bride talking about you?, Barney said this a lot. |  Never go out with the same girl more than once.,2
4422," If you're gonna get it on in a Port-O-Potty, do it early in the day [...] Never screw over a girl whose last name ends in a vowel. 'Cause she's got brothers [...] Never date a girl with a hook for a hand [...]", What has happened?," If you're gonna get it on in a Port-O-Potty, do it early in the day [...] Never screw over a girl whose last name ends in a vowel. 'Cause she's got brothers [...] Never date a girl with a hook for a hand [...] |  Then why are you going out with Nora again?",2
4423, Then why are you going out with Nora again?," All right, but if those guys try to pressure you to smoke, what do you say?", Then why are you going out with Nora again? |  And it was always the same exception.,2
4424, And it was always the same exception., What?," And it was always the same exception. |  And she is indeed hot. Which is why nothing, not even God himself... yeah, I said it, Beardy... is going to stand in the way of tonight being legend... Wait for it.(Hesneezes)",2
4425,...unless she's hot [...]...unless she's hot [...]...unless she's hot., Admit it!,"...unless she's hot [...]...unless she's hot [...]...unless she's hot. |  Hey, Nora, sorry I'm late. I'm just, uh, just getting over a cold.",2
4426," And she is indeed hot. Which is why nothing, not even God himself... yeah, I said it, Beardy... is going to stand in the way of tonight being legend... Wait for it.(Hesneezes)", What are you doing?," And she is indeed hot. Which is why nothing, not even God himself... yeah, I said it, Beardy... is going to stand in the way of tonight being legend... Wait for it.(Hesneezes) |  Oh, no. How long have you been sick?",2
4427," Oh, no. How long have you been sick?", A Break?," Oh, no. How long have you been sick? |  Okay, 'cause I was going to say you look a little...",2
4428," Okay, 'cause I was going to say you look a little...", Handling a police officer with your sausage. It's sexy.," Okay, 'cause I was going to say you look a little... |  Huh, let's say well-endowed... with phlegm. All right, let's go. It's bedtime.",2
4429," Huh, let's say well-endowed... with phlegm. All right, let's go. It's bedtime.", You hate me?," Huh, let's say well-endowed... with phlegm. All right, let's go. It's bedtime. |  Come on, let's get you sorted out.",2
4430," That night, Barney didn't take care of business. Instead, Nora took care of Barney.", Damn!," That night, Barney didn't take care of business. Instead, Nora took care of Barney. |  Good night, Barney.",2
4431," Good night, Barney.", Steak sauce?," Good night, Barney. |  Wow, she nursed you back to health?",2
4432," Wow, she nursed you back to health?", What do I do?," Wow, she nursed you back to health? | Oh, hey, guys. This is Nate. Nate, these are my friends.",2
4433, Should have just let you get a dog., And how!," Should have just let you get a dog. |  Aw, and you want me to go with you 'cause you're a little scared?",2
4434," Aw, and you want me to go with you 'cause you're a little scared?", Really?," Aw, and you want me to go with you 'cause you're a little scared? |  Do you want me to go with you because you're a lot scared?",2
4435, Do you want me to go with you because you're a lot scared?," This is the year that I was left at the altar. The year I was a bartender tared Knocked The year I got fired. The year I got b*at by a goat. A girl goat, and more. Yet it was the best year of my life. Because if this had not happened, I never had the best job of my life. But most importantly, I would not have met your mother, because as you know... It was in this class.Of course, this story is just beginning."," Do you want me to go with you because you're a lot scared? |  Okay, fine. On one condition. You have to promise me you won't lie to Nora. She seems like something special.",2
4436," Okay, fine. On one condition. You have to promise me you won't lie to Nora. She seems like something special.", Finish me!," Okay, fine. On one condition. You have to promise me you won't lie to Nora. She seems like something special. |  * Bang, bang, bangity bang... *",2
4437," Okay, I promise I won't lie to her. I may, however, lie on her. I said, bang-bang, bangity-bang.* Bang-bang-bang, bangity-bang *", Maybe a little too faithful.," Okay, I promise I won't lie to her. I may, however, lie on her. I said, bang-bang, bangity-bang.* Bang-bang-bang, bangity-bang * |  Are we done?",2
4438, Are we done?, That's to say?," Are we done? |  Well, Barney, your heart sounds fine.",2
4439," Well, Barney, your heart sounds fine.", Previously on How I Met Your Mother...," Well, Barney, your heart sounds fine. |  Although it seems like you might have a slight arrhythmia.",2
4440," It's probably nothing to worry about, but I'd like you to wear this heart monitor for the next 24 hours.", Dude!," It's probably nothing to worry about, but I'd like you to wear this heart monitor for the next 24 hours. |  Don't worry. It's totally safe. Unless part of your big date involves connecting yourself to a car battery.",2
4441, Don't worry. It's totally safe. Unless part of your big date involves connecting yourself to a car battery., You can not?," Don't worry. It's totally safe. Unless part of your big date involves connecting yourself to a car battery. |  And exactly 24 hours later, they returned for the results.",2
4442," Okay, everything looks fine here, although I did notice a few irregularities. There's nothing to be...alarmed about.", What we all think? Nachos?," Okay, everything looks fine here, although I did notice a few irregularities. There's nothing to be...alarmed about. |  What happened at 8:46 p.m. last night?",2
4443, What happened at 8:46 p.m. last night?, Are they Betas?," What happened at 8:46 p.m. last night? |  This might be a little forward, but do you have a b*mb strapped to your chest?",2
4444," This might be a little forward, but do you have a b*mb strapped to your chest?", Did I ever! Deadliest Catch ever!," This might be a little forward, but do you have a b*mb strapped to your chest? |  Oh, I'm so sorry. I've been trying not to stare at your chest all night.",2
4445," Oh, I'm so sorry. I've been trying not to stare at your chest all night."," Good God, no! I call the police! Major cons with pink hair that dangle from the PQ. Are you kidding. I'm too old for this..."," Oh, I'm so sorry. I've been trying not to stare at your chest all night. |  So is everything okay?",2
4446, So is everything okay?, Was I supposed to call you?," So is everything okay? |  Oh, I am so sorry.",2
4447," Oh, I am so sorry.", What is your problem?," Oh, I am so sorry. |  Um, Barney, what I'm about to say is going to sound a little weird, but I think I'm starting to like you, so I have to say it.",2
4448," Um, Barney, what I'm about to say is going to sound a little weird, but I think I'm starting to like you, so I have to say it.", (On Phone) Fine! (Hangs up)," Um, Barney, what I'm about to say is going to sound a little weird, but I think I'm starting to like you, so I have to say it. |  I want to get married. I mean, not tonight, or even to you, necessarily. But that's what I want. And if that's going to scare you off, then I'd rather it scare you off now. I want a family, and I want to live in a little house with a garden and a tree for the kids to climb. And I want to go to sleep every night with the same person by my side, and wake up next to him in the morning every morning for the rest of our lives. Just thought you should know that.",2
4449, You have to promise me you won't lie to Nora!,(to the 1st one)Wanna marry my friend Ted?(to the 2nd one)Wanna marry my friend Ted?(to the 3d one)Wanna marry my friend Ted?," You have to promise me you won't lie to Nora! |  I'm really into gardening, but these squirrels keep messing with my tomatoes. Every time I see them in the backyard, I'm like, get out of here! And they run off, but sure enough, a few minutes later, there they are again. And I'm like, get out of here! So annoying. I smell food. Does this place have a kitchen? I'll be right back.",2
4450," I'll get 'em.(Barney arrives, with Nora)", You want the long version or the short version?," I'll get 'em.(Barney arrives, with Nora) |  We were just passing by, and I wanted to pop in for two reasons. First, I wanted to let you know that your friend Barney is being a perfect gentleman.",2
4451," Oh, you should have heard him at dinner.", What?," Oh, you should have heard him at dinner. |  How many do you want?",2
4452, How many do you want?," Oh no, the night's ruined!", How many do you want? |  Three. All in an old stone house.,2
4453, Three. All in an old stone house., Really?, Three. All in an old stone house. |  And we must have a pool.,2
4454," Yeah, with ivy growing on it.", What else?," Yeah, with ivy growing on it. |  We? A pool sounds brilliant. Are you for real, Barney?",2
4455," We? A pool sounds brilliant. Are you for real, Barney?", Bingo!," We? A pool sounds brilliant. Are you for real, Barney? |  Unbelievable.",2
4456," I know, right? And the second reason we popped in is 'cause I need to use the loo. But when I get back, I'm dying to hear all about Mr. Softy here.", Thank you very much.," I know, right? And the second reason we popped in is 'cause I need to use the loo. But when I get back, I'm dying to hear all about Mr. Softy here. |  And that explains your 14-second cardiac arrest.",2
4457," Barney, you promised you wouldn't lie.", He said he had found a tramp?," Barney, you promised you wouldn't lie. |  I'm not going to let you do this. When Nora gets back here, I'm bl*wing the whistle.",2
4458," Just make sure it's not a high-frequency whistle, because we don't want to t*rture Robin's boyfriend.", It is what color?," Just make sure it's not a high-frequency whistle, because we don't want to t*rture Robin's boyfriend. |  Barney, you can't blackmail us into lying to Nora.",2
4459," Barney, you can't blackmail us into lying to Nora.", The daughter of the lottery is there.," Barney, you can't blackmail us into lying to Nora. |  Mr. Buttons? Oh, you son of a bitch. Fine. I'll be nice.",2
4460," Mr. Buttons? Oh, you son of a bitch. Fine. I'll be nice."," It's good. Sorry, everyone. Lily does not want me jumping. (He descends from the rim) Thank God."," Mr. Buttons? Oh, you son of a bitch. Fine. I'll be nice. |  You got nothing on me.",2
4461, You got nothing on me.," You need to be angry. Dispute yourself stronger.Imagine that Marshall never have to wash dishes in all your life, all the plates are clean. Why, it would relieve any anxiety to any meal. Not having to tie your T-shirt to form a bowl of salted fortune for your pleasures. This world belongs to you, Marshall.Beach house, take it, put yourself in holiday clothes, benefits.", You got nothing on me. |  Checkmate.,2
4462, Checkmate., Page 4...," Checkmate. | Don't say the Mr. T dream, don't say the Mr. T dream, don't say the Mr. T dream...",2
4463,"Don't say the Mr. T dream, don't say the Mr. T dream, don't say the Mr. T dream..."," No, I meant punching Brad.","Don't say the Mr. T dream, don't say the Mr. T dream, don't say the Mr. T dream... |  I'm lost.",2
4464, I'm lost.," Gosh, I thought you were such a jerk. I'm so sorry.", I'm lost. |  Go ahead. Give me your best. My life's an open book.,2
4465, Go ahead. Give me your best. My life's an open book., Was it...?, Go ahead. Give me your best. My life's an open book. |  I once took a ballet class. Not ashamed.,2
4466, I once took a ballet class. Not ashamed., Where is Barney?," I once took a ballet class. Not ashamed. | '98. Cleveland's g*n Arena, front row. Caught JC's shirt. What else you got?",2
4467,"'98. Cleveland's g*n Arena, front row. Caught JC's shirt. What else you got?", Lies!,"'98. Cleveland's g*n Arena, front row. Caught JC's shirt. What else you got? |  I suppose it's possible Barney has real feelings for Nora.",2
4468, I suppose it's possible Barney has real feelings for Nora., Westchester. Why?, I suppose it's possible Barney has real feelings for Nora. |  There's a man back there who seems fascinated by the records flipping in the jukebox.,2
4469, Once?, What?, Once? |  Nope. Not even once.,2
4470, This was a big deal for Barney., What?, This was a big deal for Barney. |  Not even if she's hot?,2
4471, Not even if she's hot?, It kills!, Not even if she's hot? |  I'd love to meet your parents.,2
4472, Not even if her mom's hot., Really?," Not even if her mom's hot. |  It's a date. Well, we should get going. Walk me home?",2
4473, Walk? Somebody say walk? I'll go for a walk. I love a good walk., But not living things.," Walk? Somebody say walk? I'll go for a walk. I love a good walk. | Oh, no. I got called back in to work. Can you keep an eye on him until I get back? He's new to the city, and he doesn't really know anyone.",2
4474, Here we are. I had a really great time tonight., Mm-hmm? And this theory applies to everything?, Here we are. I had a really great time tonight. |  Do you want to come upstairs?,2
4475, Do you want to come upstairs?, Just as I did!, Do you want to come upstairs? |  Can you believe...,2
4476," I'd love to.(He kisses her)There's just one little thing, and it probably doesn't matter, but... I don't want to get married. I've been saying that all night just to get in your pants."," What are we doing wrong? We love. If it does not work, what then? We are so similar."," I'd love to.(He kisses her)There's just one little thing, and it probably doesn't matter, but... I don't want to get married. I've been saying that all night just to get in your pants. |  Oh, my God! I found Scooby's wallet.",2
4477, Wait wait! Robin. Can you pick up some calzones?, Snakes?, Wait wait! Robin. Can you pick up some calzones? |  Misled? You lied to me! You had your friends lie to me!,2
4478, Misled? You lied to me! You had your friends lie to me!," Marshall, you can't do that!", Misled? You lied to me! You had your friends lie to me! |  My fault?,2
4479, My fault?, You have a dojo?," My fault? |  Good-bye, Barney.",2
4480,"Hey, have you seen Scooby?", Testify!,"Hey, have you seen Scooby? |  Scooby!",2
4481, Day's not over., How do you know that?," Day's not over. |  No, that wasn't the lie. The lie was when you told Nora you were lying. Because you weren't. You want that stuff, Barney, I know you do.",2
4482," No, that wasn't the lie. The lie was when you told Nora you were lying. Because you weren't. You want that stuff, Barney, I know you do.", Do you watch the Jets game?," No, that wasn't the lie. The lie was when you told Nora you were lying. Because you weren't. You want that stuff, Barney, I know you do. |  What time was your dinner reservation?",2
4483, What time was your dinner reservation?," Oh, congratulations, Marshall!", What time was your dinner reservation? |  What did his heart do at 8:30? It... literally skipped a b*at.,2
4484," Your heart's talking to you, Barney. Do you have the guts to listen to it.", What is that thing?," Your heart's talking to you, Barney. Do you have the guts to listen to it. |  Barney.",2
4485, Barney., We're so happy for you!, Barney. |  I'm confused.,2
4486, I'm confused., (to Ted) What kind of shoes...," I'm confused. |  Mom, Dad... this is Barney.",2
4487," Mom, Dad... this is Barney.", Robin Stinson!," Mom, Dad... this is Barney. | ",2
4488," Vintage rolltop desk here. I haven't decided whether to put the fern on the right or the left side, but you know, sometimes you just gotta wing it. Right? Left side. Oh, and right outside, I want to put up a basketball hoop for the kids.", Enter!," Vintage rolltop desk here. I haven't decided whether to put the fern on the right or the left side, but you know, sometimes you just gotta wing it. Right? Left side. Oh, and right outside, I want to put up a basketball hoop for the kids. |  Hey. Barney, let's go outside for a second.",2
4489,We have a confession. This wasn't really about seeing Ted's house. It's an intervention., A waste?,We have a confession. This wasn't really about seeing Ted's house. It's an intervention. |  Yeah. This intervention isn't for me. It's for you,2
4490," Okay, uh, I think I see what the problem is. Barney, can you grab me a screwdriver?", So you and he aren't...?," Okay, uh, I think I see what the problem is. Barney, can you grab me a screwdriver? | You call the super for a screwdriver?",2
4491,You call the super for a screwdriver?, Really?,"You call the super for a screwdriver? |  Okay, that's ridiculous. Everyone should know how to use tools.",2
4492," Okay, that's ridiculous. Everyone should know how to use tools.", Do you want to come over?," Okay, that's ridiculous. Everyone should know how to use tools. |  Barney, I... I got your letter.",2
4493," Barney, I... I got your letter.", They have a big problem.," Barney, I... I got your letter. |  I can't believe Barney is talking to his dad right now.",2
4494," Hey. Tell us everything. How'd it go, bud?"," Thank you, Ted."," Hey. Tell us everything. How'd it go, bud? |  So, I'm not sure how to start this.",2
4495," So, I'm not sure how to start this.", No!," So, I'm not sure how to start this. |  Me, too.",2
4496, Nice order. Up top., It is pretty!," Nice order. Up top. |  Yeah. I understand. By the way, hell of a tie. Is that Italian silk?",2
4497," Yeah. I understand. By the way, hell of a tie. Is that Italian silk?", It's really happening?," Yeah. I understand. By the way, hell of a tie. Is that Italian silk? |  Make a muscle.",2
4498," I love you, Daddy. I'm so glad we're best friends now.", ***** S!," I love you, Daddy. I'm so glad we're best friends now. |  There you go.",2
4499, There you go.," No, no, you have to do it. I'll help you study. We're gonna stay up all night long. I'm gonna drill you, and then we're gonna study. No, seriously. We're gonna do some cramming and then we're gonna study. No, seriously. We're gonna bone up on..."," There you go. |  Guys, my dad's awesome. He's the mother of all fathers. Check this out.",2
4500, Ah!, The second is that he was weird about her hair...," Ah! |  Hey, back when I was a kid, you used to be a roadie. Do you still do that?",2
4501," Guys, my dad's awesome. He's the mother of all fathers. Check this out.", It smells like hair!," Guys, my dad's awesome. He's the mother of all fathers. Check this out. |  Not anymore. Back in '83 I'm lugging amps for The Stones through West Germany, and their tour manager loses his arms, bus-surfing through a tunnel. Gnarly. Long story short, I've been managing tours ever since, and that dude high-fives people with his face now.",2
4502, You're funny. My dad's funny., What!?, You're funny. My dad's funny. | Why did you abandon me?,2
4503," You've hurt me before, why should I trust you now?"," Yeah, let's go."," You've hurt me before, why should I trust you now? |  Big-time. Observe.",2
4504, Big-time. Observe., But you are... really... I did not know that...," Big-time. Observe. |  Oh, was it that long? Life's too short for chatty chicks.",2
4505," Oh, was it that long? Life's too short for chatty chicks.", When will you be ready?," Oh, was it that long? Life's too short for chatty chicks. | ...daddy! Legendaddy! The man is a god. And he's still out there, living the dream.",2
4506, You're a master. You are legen... wait for it..., Excuse me?, You're a master. You are legen... wait for it... |  So I'm going to Sydney tomorrow with Bon Jovi. I'll be on the road the rest of the year.,2
4507, So I'm going to Sydney tomorrow with Bon Jovi. I'll be on the road the rest of the year., I can not do anything to fix everything?," So I'm going to Sydney tomorrow with Bon Jovi. I'll be on the road the rest of the year. |  Say, you want to join me for the tour's Asian leg?",2
4508," Say, you want to join me for the tour's Asian leg?", Are you guys...?," Say, you want to join me for the tour's Asian leg? | Barney, we... we know you're psyched, but just... be careful.",2
4509,"Barney, we... we know you're psyched, but just... be careful.", I wear them right now and they are very sexy.,"Barney, we... we know you're psyched, but just... be careful. |  Well, this guy has flaked out on your whole life. It sounds like he just might be telling you what you want to hear.",2
4510," Barney, we just don't want to see you get hurt.", Are there neighbors! Stop the bagpipes!," Barney, we just don't want to see you get hurt. |  I hope Barney's dad isn't just pretending to be something he's not, you know?",2
4511, That's not what happened.," Randy, hey, have you seen the...", That's not what happened. |  Yeah.,2
4512, Yeah.," What, so it's... the end of the discussion?"," Yeah. |  Me, too.",2
4513," Me, too.", What?," Me, too. |  Milk, skim.",2
4514," Milk, skim.", if my boyfriend Wesley hadn't just broken up with me!," Milk, skim. |  I'll say. Between you and me, I had a lot of acid last night.",2
4515," I'll say. Between you and me, I had a lot of acid last night."," Tell me, PJ, I have a question for you architecture.Ted's ass what taste?"," I'll say. Between you and me, I had a lot of acid last night. |  I think it was the chili dog. I had to take four Tums. I was up till, like, 9:30.",2
